unit,split,batch_idx,factor_name,factor_grad_mean_abs
full_e2e,train,2,IMAX30,0.0001720043655950576
full_e2e,train,2,IMAX60,0.00011747018288588151
full_e2e,train,2,IMIN5,0.00012140718899900094
full_e2e,train,2,IMIN10,8.61284788697958e-05
full_e2e,train,2,IMIN20,0.00013574879267252982
full_e2e,train,2,IMIN30,8.138924749800935e-05
full_e2e,train,2,IMIN60,5.6481843785149977e-05
full_e2e,train,2,IMXD5,6.340843538055196e-05
full_e2e,train,2,IMXD10,0.0001440700434613973
full_e2e,train,2,IMXD20,6.181911157909781e-05
full_e2e,train,2,IMXD30,3.074214305343048e-07
full_e2e,train,2,IMXD60,9.886414045467973e-05
full_e2e,train,2,CORR5,0.0001857155148172751
full_e2e,train,2,CORR10,0.00013883756764698774
full_e2e,train,2,CORR20,0.00015879802231211215
full_e2e,train,2,CORR30,2.646722350618802e-06
full_e2e,train,2,CORR60,3.2649168133502826e-05
full_e2e,train,2,CORD5,0.00010113963799085468
full_e2e,train,2,CORD10,2.53814687312115e-05
full_e2e,train,2,CORD20,0.00015879733837209642
full_e2e,train,2,CORD30,5.613557732431218e-05
full_e2e,train,2,CORD60,0.00011401004303479567
full_e2e,train,2,CNTP5,7.10219974280335e-05
full_e2e,train,2,CNTP10,0.00019033516582567245
full_e2e,train,2,CNTP20,8.668343798490241e-05
full_e2e,train,2,CNTP30,9.222743392456323e-05
full_e2e,train,2,CNTP60,0.00012815269292332232
full_e2e,train,2,CNTN5,0.00011063161946367472
full_e2e,train,2,CNTN10,0.0001104116890928708
full_e2e,train,2,CNTN20,0.00010169667802983895
full_e2e,train,2,CNTN30,0.00014739105245098472
full_e2e,train,2,CNTN60,6.965552165638655e-05
full_e2e,train,2,CNTD5,6.413194932974875e-05
full_e2e,train,2,CNTD10,5.3663818107452244e-05
full_e2e,train,2,CNTD20,5.6732889788690954e-05
full_e2e,train,2,CNTD30,0.0001578594237798825
full_e2e,train,2,CNTD60,5.221281753620133e-05
full_e2e,train,2,SUMP5,9.08604561118409e-05
full_e2e,train,2,SUMP10,9.027130727190524e-05
full_e2e,train,2,SUMP20,0.00018156312580686063
full_e2e,train,2,SUMP30,4.148877997067757e-05
full_e2e,train,2,SUMP60,0.00010776667477330193
full_e2e,train,2,SUMN5,0.00017121373093686998
full_e2e,train,2,SUMN10,0.0001683909649727866
full_e2e,train,2,SUMN20,0.00012470966612454504
full_e2e,train,2,SUMN30,2.18461973418016e-05
full_e2e,train,2,SUMN60,5.501678242580965e-05
full_e2e,train,2,SUMD5,6.117912562331185e-06
full_e2e,train,2,SUMD10,0.0001292168308282271
full_e2e,train,2,SUMD20,0.00015522603644058108
full_e2e,train,2,SUMD30,0.00015306771092582494
full_e2e,train,2,SUMD60,3.127072341158055e-05
full_e2e,train,2,VMA5,0.00015931694360915571
full_e2e,train,2,VMA10,6.437792762881145e-05
full_e2e,train,2,VMA20,5.656494613504037e-05
full_e2e,train,2,VMA30,4.3913831177633256e-05
full_e2e,train,2,VMA60,8.540015187463723e-06
full_e2e,train,2,VSTD5,0.0001169578026747331
full_e2e,train,2,VSTD10,6.494640547316521e-05
full_e2e,train,2,VSTD20,6.0714919527526945e-05
full_e2e,train,2,VSTD30,3.96140740122064e-06
full_e2e,train,2,VSTD60,4.3189083953620866e-05
full_e2e,train,2,WVMA5,0.00011837610509246588
full_e2e,train,2,WVMA10,0.0001328007783740759
full_e2e,train,2,WVMA20,0.00014295548317022622
full_e2e,train,2,WVMA30,7.86701129982248e-05
full_e2e,train,2,WVMA60,6.457244307966903e-05
full_e2e,train,2,VSUMP5,9.26507418625988e-05
full_e2e,train,2,VSUMP10,3.449813448241912e-05
full_e2e,train,2,VSUMP20,9.975391731131822e-05
full_e2e,train,2,VSUMP30,4.4245796743780375e-05
full_e2e,train,2,VSUMP60,3.771199408220127e-05
full_e2e,train,2,VSUMN5,0.00014258394367061555
full_e2e,train,2,VSUMN10,3.1973544537322596e-05
full_e2e,train,2,VSUMN20,8.179331052815542e-05
full_e2e,train,2,VSUMN30,7.601339893881232e-05
full_e2e,train,2,VSUMN60,2.4173112251446582e-05
full_e2e,train,2,VSUMD5,0.00015742791583761573
full_e2e,train,2,VSUMD10,2.9602975700981915e-05
full_e2e,train,2,VSUMD20,6.669522554147989e-05
full_e2e,train,2,VSUMD30,7.006917439866811e-05
full_e2e,train,2,VSUMD60,7.289285713341087e-05
full_e2e,train,3,KMID,4.265050665708259e-05
full_e2e,train,3,KLEN,8.180119039025158e-05
full_e2e,train,3,KMID2,3.88587468478363e-05
full_e2e,train,3,KUP,3.961072798119858e-05
full_e2e,train,3,KUP2,0.00018103390175383538
full_e2e,train,3,KLOW,0.00017419239156879485
full_e2e,train,3,KLOW2,3.156861203024164e-05
full_e2e,train,3,KSFT,2.6089746825164184e-06
full_e2e,train,3,KSFT2,9.164669609162956e-05
full_e2e,train,3,OPEN0,7.599636592203751e-05
full_e2e,train,3,HIGH0,0.00018158031161874533
full_e2e,train,3,LOW0,1.3615064744953997e-05
full_e2e,train,3,ROC5,0.00017741654301062226
full_e2e,train,3,ROC10,8.228927617892623e-05
full_e2e,train,3,ROC20,0.00018217437900602818
full_e2e,train,3,ROC30,7.306192128453404e-05
full_e2e,train,3,ROC60,0.0001820649777073413
full_e2e,train,3,MA5,0.00012764213897753507
full_e2e,train,3,MA10,2.3280006644199602e-05
full_e2e,train,3,MA20,9.005937317851931e-05
full_e2e,train,3,MA30,0.00016132427845150232
full_e2e,train,3,MA60,0.00016302740550599992
full_e2e,train,3,STD5,2.164799843740184e-05
full_e2e,train,3,STD10,4.22386328864377e-05
full_e2e,train,3,STD20,0.00014406710397452116
full_e2e,train,3,STD30,5.631540625472553e-05
full_e2e,train,3,STD60,9.693850006442517e-05
full_e2e,train,3,BETA5,7.124728290364146e-05
full_e2e,train,3,BETA10,4.8514044465264305e-05
full_e2e,train,3,BETA20,4.242761497152969e-05
full_e2e,train,3,BETA30,0.00016625248827040195
full_e2e,train,3,BETA60,0.00010931315773632377
full_e2e,train,3,RSQR5,0.00016017936286516488
full_e2e,train,3,RSQR10,0.00013803743058815598
full_e2e,train,3,RSQR20,0.000142304998007603
full_e2e,train,3,RSQR30,8.997707482194528e-06
full_e2e,train,3,RSQR60,0.00014221537276171148
full_e2e,train,3,RESI5,0.00011105623707408085
full_e2e,train,3,RESI10,0.00011755663581425324
full_e2e,train,3,RESI20,6.894460238981992e-05
full_e2e,train,3,RESI30,0.00012022119335597381
full_e2e,train,3,RESI60,4.401464593684068e-06
full_e2e,train,3,MAX5,8.486941624141764e-06
full_e2e,train,3,MAX10,0.00013004806532990187
full_e2e,train,3,MAX20,0.00015250142314471304
full_e2e,train,3,MAX30,0.00013849891547579318
full_e2e,train,3,MAX60,0.00011714429274434224
full_e2e,train,3,MIN5,0.0001412065321346745
full_e2e,train,3,MIN10,7.251948409248143e-05
full_e2e,train,3,MIN20,0.00017016779747791588
full_e2e,train,3,MIN30,7.295172690646723e-05
full_e2e,train,3,MIN60,2.5545890821376815e-05
full_e2e,train,3,QTLU5,1.5017783425719244e-06
full_e2e,train,3,QTLU10,3.98808297177311e-05
full_e2e,train,3,QTLU20,2.5311932404292747e-05
full_e2e,train,3,QTLU30,4.6066896175034344e-05
