unit,split,batch_idx,column,grad_mean_abs,grad_mean_abs_scaled,relative_raw_score,relative_scaled_score
full_e2e,test,1,low,19521.30859375,303770.22411478683,1.0847230013595246,1.0585894069579966
full_e2e,test,1,close,23356.01953125,373510.3020256944,1.2978029359087353,1.3016221397811292
full_e2e,test,1,volume,3.569091550081893e-11,0.0010446551798693887,1.983205008895383e-15,3.640451958568722e-09
full_e2e,test,2,open,120153.796875,3479237.436193496,1.0,1.0
full_e2e,test,2,high,94551.2890625,2797411.9732429087,0.7869188616724685,0.804030200452043
full_e2e,test,2,low,130333.7109375,3717251.4865934104,1.0847240314269095,1.068409832546616
full_e2e,test,2,close,155936.21875,4522893.31073463,1.297805169754441,1.2999668443677586
full_e2e,test,2,volume,3.71719668934567e-11,0.002140734762897112,3.093698897599377e-16,6.15288494147502e-10
full_e2e,test,3,open,23856.30078125,1230854.3103502542,1.0,1.0
full_e2e,test,3,high,18772.955078125,1002598.6463529244,0.7869181081452374,0.8145550922818989
full_e2e,test,3,low,25877.4765625,1310053.2725756466,1.0847229333576542,1.064344708841175
full_e2e,test,3,close,30960.775390625,1618143.884028688,1.2978028603227036,1.3146510276819245
full_e2e,test,3,volume,2.9905956183684523e-11,0.001994986502279958,1.2535873209307155e-15,1.6208144908005082e-09
full_e2e,test,4,open,9.465723996981978e-05,0.0011816669706706806,1.1584691200861692,1.0435181936262148
full_e2e,test,4,high,6.543592462548986e-05,0.000837409795259314,0.8008420491352349,0.7395081512500294
full_e2e,test,4,low,8.170890214387327e-05,0.0010009268043600777,1.0,0.8839083741547483
full_e2e,test,4,close,0.0007885833038017154,0.009869801676605783,9.651130820643944,8.715922398317566
full_e2e,test,4,volume,3.4815185456782416e-11,0.0011323875116775878,4.2608803377971885e-07,1.0
full_e2e,test,5,open,8.322247595060617e-05,0.0037978581852568527,1.1804962538525035,1.199879673662635
full_e2e,test,5,high,5.675860302289948e-05,0.0026433960064894124,0.805110848687099,0.8351436475275128
full_e2e,test,5,low,7.04978738212958e-05,0.003165199201736524,1.0,1.0
full_e2e,test,5,close,0.0006416552932932973,0.02934956385974319,9.101768018136568,9.272580330375773
full_e2e,test,5,volume,3.7705553956879356e-11,0.0010153368159952214,5.348466827873236e-07,0.32078133200532116
full_e2e,test,6,open,9.39894380280748e-05,0.0025309366043843595,1.1422340119813428,1.164007047928371
full_e2e,test,6,high,6.571194535354152e-05,0.001810024134238114,0.7985835488648673,0.8324510560730158
full_e2e,test,6,low,8.228562364820391e-05,0.002174330996439211,1.0,1.0
full_e2e,test,6,close,0.0007628543535247445,0.020549811106543192,9.2708096469704,9.451096056762541
full_e2e,test,6,volume,3.821290853189829e-11,0.0016035000031717345,4.643934971589947e-07,0.7374682170275377
full_e2e,test,7,open,15204.6669921875,543458.3827237114,1.0,1.0
full_e2e,test,7,high,11964.826171875,451032.19320456684,0.7869180020859909,0.8299295908254798
full_e2e,test,7,low,16492.853515625,570151.7123928592,1.084723100091531,1.0491175231033623
full_e2e,test,7,close,19732.6640625,713392.9690410197,1.297803106943354,1.3126910757464592
full_e2e,test,7,volume,4.8886551057281125e-11,0.0019418318852178623,3.2152332624187124e-15,3.5731013577999575e-09
full_e2e,test,8,open,9.881080040941015e-05,0.0016496517482131462,1.2350969559695346,1.0
full_e2e,test,8,high,6.337914965115488e-05,0.0010930286130013678,0.7922149651833417,0.6625814291927395
full_e2e,test,8,low,8.000246452866122e-05,0.0013066869818695315,1.0,0.7920986858498443
full_e2e,test,8,close,0.0008085069130174816,0.013587435430303052,10.10602508036275,8.236547771382996
full_e2e,test,8,volume,4.1393714844684126e-11,0.001734561067827628,5.174054960501205e-07,1.0514710572740296
full_e2e,test,9,open,24951.052734375,723436.2353365123,1.0,1.0
full_e2e,test,9,high,19634.435546875,587320.7531423382,0.7869181214877033,0.8118486805808686
full_e2e,test,9,low,27064.974609375,764520.5918082073,1.084722752883595,1.0567905704261333
full_e2e,test,9,close,32381.54296875,942764.2197813839,1.297802674439385,1.3031752817065478
