datetime,spearman,seed,comparison
2025-05-06,0.9472296643516481,0,partial_pgd_vs_partial_clean
2025-05-07,0.9548418634252563,0,partial_pgd_vs_partial_clean
2025-05-08,0.9659182454446066,0,partial_pgd_vs_partial_clean
2025-05-09,0.9660307034347726,0,partial_pgd_vs_partial_clean
2025-05-12,0.9687980516061194,0,partial_pgd_vs_partial_clean
2025-05-13,0.9530819155839196,0,partial_pgd_vs_partial_clean
2025-05-14,0.9616295177232568,0,partial_pgd_vs_partial_clean
2025-05-15,0.9681117477847404,0,partial_pgd_vs_partial_clean
2025-05-16,0.9700934865388048,0,partial_pgd_vs_partial_clean
2025-05-19,0.9597840854882727,0,partial_pgd_vs_partial_clean
2025-05-20,0.9638561532422099,0,partial_pgd_vs_partial_clean
2025-05-21,0.9633910219197939,0,partial_pgd_vs_partial_clean
2025-05-22,0.9717246090737249,0,partial_pgd_vs_partial_clean
2025-05-23,0.965786580513137,0,partial_pgd_vs_partial_clean
2025-05-26,0.9559285314942346,0,partial_pgd_vs_partial_clean
2025-05-27,0.9614246947231482,0,partial_pgd_vs_partial_clean
2025-05-28,0.9538449550557627,0,partial_pgd_vs_partial_clean
2025-05-29,0.9763385196320735,0,partial_pgd_vs_partial_clean
2025-05-30,0.9718113124178985,0,partial_pgd_vs_partial_clean
2025-06-03,0.9683318198676072,0,partial_pgd_vs_partial_clean
2025-06-04,0.9668279796942942,0,partial_pgd_vs_partial_clean
2025-06-05,0.9725853581987335,0,partial_pgd_vs_partial_clean
2025-06-06,0.9731945677173415,0,partial_pgd_vs_partial_clean
2025-06-09,0.9752854339421925,0,partial_pgd_vs_partial_clean
2025-06-10,0.9769685225543738,0,partial_pgd_vs_partial_clean
2025-06-11,0.9674331321685625,0,partial_pgd_vs_partial_clean
2025-06-12,0.9748447509199646,0,partial_pgd_vs_partial_clean
2025-06-13,0.9710021699791442,0,partial_pgd_vs_partial_clean
2025-06-16,0.970400651770348,0,partial_pgd_vs_partial_clean
2025-06-17,0.9566678635127231,0,partial_pgd_vs_partial_clean
2025-06-18,0.9648970702521193,0,partial_pgd_vs_partial_clean
2025-06-19,0.9681019729687762,0,partial_pgd_vs_partial_clean
2025-06-20,0.9671506652255366,0,partial_pgd_vs_partial_clean
2025-06-23,0.9713718964806335,0,partial_pgd_vs_partial_clean
2025-06-24,0.9519348590318615,0,partial_pgd_vs_partial_clean
2025-06-25,0.9571142145758691,0,partial_pgd_vs_partial_clean
2025-06-26,0.966160295229603,0,partial_pgd_vs_partial_clean
2025-06-27,0.9741851831010443,0,partial_pgd_vs_partial_clean
2025-06-30,0.9658003252912981,0,partial_pgd_vs_partial_clean
2025-07-01,0.9639053046520454,0,partial_pgd_vs_partial_clean
2025-07-02,0.9653340138758377,0,partial_pgd_vs_partial_clean
2025-07-03,0.9692471193822769,0,partial_pgd_vs_partial_clean
2025-07-04,0.9697033808147109,0,partial_pgd_vs_partial_clean
2025-07-07,0.9676679725919289,0,partial_pgd_vs_partial_clean
2025-07-08,0.967743783301709,0,partial_pgd_vs_partial_clean
2025-07-09,0.9682698013679562,0,partial_pgd_vs_partial_clean
2025-07-10,0.972693781826238,0,partial_pgd_vs_partial_clean
2025-07-11,0.9734003930552793,0,partial_pgd_vs_partial_clean
